case_id,case_outcome,case_title,case_text
Case10969,cited,Blair v Australian Motor Industries Ltd (1982) 61 FLR 283 ,"A ""before and after"" test is usually applied to see whether there has been any injury to, or prejudicial alteration of, the position of the employee by reason of any act of the employer (eg per Evatt J in Blair v Australian Motor Industries Ltd (1982) 61 FLR 283 at 289, 3 IR 176; per Branson J in Commonwealth Bank of Australia v Finance Sector Union of Australia [2007] FCAFC 18 ; (2007) 157 FCR 329 at [127] ). Applying what had been said by the Full Court in an earlier interlocutory appeal ( BHP Iron Ore Pty Ltd v Australian Workers' Union [2000] FCA 430 ; (2000) 102 FCR 97 at [35] ), it was succinctly put by Kenny J in Australian Workers' Union v BHP Iron-Ore Pty Ltd [2001] FCA 3 ; (2001) 106 FCR 482 at [54] as follows: ""Before s 298K(1) can apply, it must be possible to say of an employee that he or she is, individually speaking, in a worse situation after the employer's acts than before them; that the deterioration has been caused by those acts; and that the acts were intentional in the sense that the employer intended the deterioration to occur."" The clarification of that approach by the Full Court in Community and Public Sector Union v Telstra Corp Ltd [2001] FCA 267 ; (2001) 107 FCR 93 at [21] does not detract from it for present purposes. The same questions must be asked. Here, there should be a negative answer to each limb."
Case10971,cited,Burnie Port Corp Pty Ltd v Maritime Union of Australia [2000] FCA 1768 ; (2000) 104 FCR 440,"The decision in Maritime Union of Australia v Geraldton Port Authority [1999] FCA 899 ; (1999) 93 FCR 34 is a good illustration of where the dividing line might be drawn. Cases on the non-contravening side of the line include Burnie Port Corp Pty Ltd v Maritime Union of Australia [2000] FCA 1768 ; (2000) 104 FCR 440 and Australian Workers' Union v BHP Iron-Ore Pty Ltd [2001] FCA 3 ; 106 FCR 482. A case with some similarities to the present is National Union of Workers v Qenos Pty Ltd [2001] FCA 178 ; (2001) 108 FCR 90. It dealt with a situation where there was a surplus of employees for genuine business reasons. A ""spill and fill"" selection and retrenchment process was held not to be capable of giving rise to an injury to any particular employee in his or her employment and could not be said to have altered the position of any individual employee to his or her prejudice. (See also Australian and International Pilots Association v Qantas Airways Ltd [2006] FCA 1441 , (2006) 160 IR 1 at [29] and [31].)"
Case10972,discussed,Commonwealth Bank of Australia v Finance Sector Union of Australia [2007] FCAFC 18 ; (2007) 157 FCR 329 ,"A ""before and after"" test is usually applied to see whether there has been any injury to, or prejudicial alteration of, the position of the employee by reason of any act of the employer (eg per Evatt J in Blair v Australian Motor Industries Ltd (1982) 61 FLR 283 at 289, 3 IR 176; per Branson J in Commonwealth Bank of Australia v Finance Sector Union of Australia [2007] FCAFC 18 ; (2007) 157 FCR 329 at [127] ). Applying what had been said by the Full Court in an earlier interlocutory appeal ( BHP Iron Ore Pty Ltd v Australian Workers' Union [2000] FCA 430 ; (2000) 102 FCR 97 at [35] ), it was succinctly put by Kenny J in Australian Workers' Union v BHP Iron-Ore Pty Ltd [2001] FCA 3 ; (2001) 106 FCR 482 at [54] as follows: ""Before s 298K(1) can apply, it must be possible to say of an employee that he or she is, individually speaking, in a worse situation after the employer's acts than before them; that the deterioration has been caused by those acts; and that the acts were intentional in the sense that the employer intended the deterioration to occur."" The clarification of that approach by the Full Court in Community and Public Sector Union v Telstra Corp Ltd [2001] FCA 267 ; (2001) 107 FCR 93 at [21] does not detract from it for present purposes. The same questions must be asked. Here, there should be a negative answer to each limb. 25 Tracey J usefully summarised the authorities as to the former s 298K in Australian and International Pilots Association v Qantas Airways Ltd [2006] FCA 1441 , (2006) 160 IR 1 at [13] [22]. ""Injury"" is concerned with an adverse effect upon an existing legal right, or ""compensable"" injury. Prejudicial alteration of position goes beyond that concept. There are many examples in the cases. It is sufficient to refer to Patrick Stevedores Operations No 2 Pty Ltd v Maritime Union of Australia (No 3) [1998] HCA 30 ; (1998) 195 CLR 1 per Brennan CJ, McHugh, Gummow, Kirby and Hayne JJ at [37] and [38]; Community and Public Sector Union v Telstra Corp Ltd [2001] FCA 267 ; 107 FCR 93 at [17] [22]; Greater Dandenong City Council v Australian Municipal, Administrative, Clerical and Services Union [2001] FCA 349 ; (2001) 112 FCR 232 ; and Commonwealth Bank of Australia v Finance Sector Union of Australia [2007] FCAFC 18 ; 157 FCR 329. 33 So far as s 793(1)(i) is concerned, the affected employees were, or are, entitled to the benefit of the Certified Agreement in common with all production employees. There is no discrimination between employees in that respect. There is no suggestion that persons with the benefit of the Certified Agreement were being discriminated against as compared with people who did not have the benefit of that Agreement. The fact that the employer was, or may have been, advantaged by not dismissing particular employees because of the way in which cl 21.5 worked, is not pertinent to this statutory obligation. The content and effect of an agreement may not always be irrelevant for example, if the way a particular clause operates is related to some relevant form of discrimination. The decision of the Full Court in Greater Dandenong City Council [2001] FCA 349 ; 112 FCR 232 may provide an example of that, although it is a difficult decision as Branson J said in CSL Australia Pty Ltd [2002] FCA 513 , 113 IR 326 at [54] , it is not easy to derive a ratio decidendi. The decision in Commonwealth Bank of Australia v Finance Sector Union of Australia [2007] FCAFC 18 ; 157 FCR 329 may be another. In each case, the employer had work to be done by those employed pursuant to an industrial instrument. The proposed change meant that the work would be done by those who were willing to take alternative employment pursuant to different industrial instruments or perhaps no industrial instrument. That is not the case here."
Case10974,cited,Community and Public Sector Union v Telstra Corp Ltd [2001] FCA 267 ; (2001) 107 FCR 93,"A ""before and after"" test is usually applied to see whether there has been any injury to, or prejudicial alteration of, the position of the employee by reason of any act of the employer (eg per Evatt J in Blair v Australian Motor Industries Ltd (1982) 61 FLR 283 at 289, 3 IR 176; per Branson J in Commonwealth Bank of Australia v Finance Sector Union of Australia [2007] FCAFC 18 ; (2007) 157 FCR 329 at [127] ). Applying what had been said by the Full Court in an earlier interlocutory appeal ( BHP Iron Ore Pty Ltd v Australian Workers' Union [2000] FCA 430 ; (2000) 102 FCR 97 at [35] ), it was succinctly put by Kenny J in Australian Workers' Union v BHP Iron-Ore Pty Ltd [2001] FCA 3 ; (2001) 106 FCR 482 at [54] as follows: ""Before s 298K(1) can apply, it must be possible to say of an employee that he or she is, individually speaking, in a worse situation after the employer's acts than before them; that the deterioration has been caused by those acts; and that the acts were intentional in the sense that the employer intended the deterioration to occur."" The clarification of that approach by the Full Court in Community and Public Sector Union v Telstra Corp Ltd [2001] FCA 267 ; (2001) 107 FCR 93 at [21] does not detract from it for present purposes. The same questions must be asked. Here, there should be a negative answer to each limb. 25 Tracey J usefully summarised the authorities as to the former s 298K in Australian and International Pilots Association v Qantas Airways Ltd [2006] FCA 1441 , (2006) 160 IR 1 at [13] [22]. ""Injury"" is concerned with an adverse effect upon an existing legal right, or ""compensable"" injury. Prejudicial alteration of position goes beyond that concept. There are many examples in the cases. It is sufficient to refer to Patrick Stevedores Operations No 2 Pty Ltd v Maritime Union of Australia (No 3) [1998] HCA 30 ; (1998) 195 CLR 1 per Brennan CJ, McHugh, Gummow, Kirby and Hayne JJ at [37] and [38]; Community and Public Sector Union v Telstra Corp Ltd [2001] FCA 267 ; 107 FCR 93 at [17] [22]; Greater Dandenong City Council v Australian Municipal, Administrative, Clerical and Services Union [2001] FCA 349 ; (2001) 112 FCR 232 ; and Commonwealth Bank of Australia v Finance Sector Union of Australia [2007] FCAFC 18 ; 157 FCR 329."
Case10980,discussed,"Greater Dandenong City Council v Australian Municipal, Administrative, Clerical and Services Union [2001] FCA 349 ; (2001) 112 FCR 232 ","Tracey J usefully summarised the authorities as to the former s 298K in Australian and International Pilots Association v Qantas Airways Ltd [2006] FCA 1441 , (2006) 160 IR 1 at [13] [22]. ""Injury"" is concerned with an adverse effect upon an existing legal right, or ""compensable"" injury. Prejudicial alteration of position goes beyond that concept. There are many examples in the cases. It is sufficient to refer to Patrick Stevedores Operations No 2 Pty Ltd v Maritime Union of Australia (No 3) [1998] HCA 30 ; (1998) 195 CLR 1 per Brennan CJ, McHugh, Gummow, Kirby and Hayne JJ at [37] and [38]; Community and Public Sector Union v Telstra Corp Ltd [2001] FCA 267 ; 107 FCR 93 at [17] [22]; Greater Dandenong City Council v Australian Municipal, Administrative, Clerical and Services Union [2001] FCA 349 ; (2001) 112 FCR 232 ; and Commonwealth Bank of Australia v Finance Sector Union of Australia [2007] FCAFC 18 ; 157 FCR 329. 33 So far as s 793(1)(i) is concerned, the affected employees were, or are, entitled to the benefit of the Certified Agreement in common with all production employees. There is no discrimination between employees in that respect. There is no suggestion that persons with the benefit of the Certified Agreement were being discriminated against as compared with people who did not have the benefit of that Agreement. The fact that the employer was, or may have been, advantaged by not dismissing particular employees because of the way in which cl 21.5 worked, is not pertinent to this statutory obligation. The content and effect of an agreement may not always be irrelevant for example, if the way a particular clause operates is related to some relevant form of discrimination. The decision of the Full Court in Greater Dandenong City Council [2001] FCA 349 ; 112 FCR 232 may provide an example of that, although it is a difficult decision as Branson J said in CSL Australia Pty Ltd [2002] FCA 513 , 113 IR 326 at [54] , it is not easy to derive a ratio decidendi. The decision in Commonwealth Bank of Australia v Finance Sector Union of Australia [2007] FCAFC 18 ; 157 FCR 329 may be another. In each case, the employer had work to be done by those employed pursuant to an industrial instrument. The proposed change meant that the work would be done by those who were willing to take alternative employment pursuant to different industrial instruments or perhaps no industrial instrument. That is not the case here."
Case10984,discussed,Maritime Union of Australia v Geraldton Port Authority [1999] FCA 899 ; (1999) 93 FCR 34 ,"The decision in Maritime Union of Australia v Geraldton Port Authority [1999] FCA 899 ; (1999) 93 FCR 34 is a good illustration of where the dividing line might be drawn. Cases on the non-contravening side of the line include Burnie Port Corp Pty Ltd v Maritime Union of Australia [2000] FCA 1768 ; (2000) 104 FCR 440 and Australian Workers' Union v BHP Iron-Ore Pty Ltd [2001] FCA 3 ; 106 FCR 482. A case with some similarities to the present is National Union of Workers v Qenos Pty Ltd [2001] FCA 178 ; (2001) 108 FCR 90. It dealt with a situation where there was a surplus of employees for genuine business reasons. A ""spill and fill"" selection and retrenchment process was held not to be capable of giving rise to an injury to any particular employee in his or her employment and could not be said to have altered the position of any individual employee to his or her prejudice. (See also Australian and International Pilots Association v Qantas Airways Ltd [2006] FCA 1441 , (2006) 160 IR 1 at [29] and [31].) 35 Early in the history of these provisions it was established that they could not be used to restrict genuine business decisions by an employer, notwithstanding that the objective of the provisions then was the protection of unions and collective action ( Connington v Municipality of Kogarah [1913] AR (NSW) 40 at 44; Grayndler v Broun [1928] AR (NSW) 46 at 49; Klanjscek v Silver (1961) 4 FLR 182 at 187; Moss v Fantil Pty Ltd t/as Central Coast Security Services (1994) 58 IR 118 at 127). The underlying principle is that a decision that may affect an employee or a class of employee does not discriminate against or victimise that employee or those employees if it is taken for a sound business reason. This principle has been applied in various situations in more recent times in considering a prohibited reason within the meaning of s 793 and similar provisions. Examples include Qenos Pty Ltd [2001] FCA 178 ; 108 FCR 90 at [119] [126]; Australian Collieries' Staff Association v BHP Coal Pty Ltd [2000] FCA 318 ; (2000) 99 FCR 137 , particularly at [66] [67]; CSL Australia Pty Ltd [2002] FCA 513 , 113 IR 326, particularly at [55] [60]; BHP Iron Ore Pty Ltd v Australian Workers' Union [2000] FCA 430 ; 102 FCR 97 at [48] ; and Geraldton Port Authority [1999] FCA 899 ; 93 FCR 34 , particularly at [294] [302]."
Case10987,followed,National Union of Workers v Qenos Pty Ltd [2001] FCA 178 ; (2001) 108 FCR 90 ,"The decision in Maritime Union of Australia v Geraldton Port Authority [1999] FCA 899 ; (1999) 93 FCR 34 is a good illustration of where the dividing line might be drawn. Cases on the non-contravening side of the line include Burnie Port Corp Pty Ltd v Maritime Union of Australia [2000] FCA 1768 ; (2000) 104 FCR 440 and Australian Workers' Union v BHP Iron-Ore Pty Ltd [2001] FCA 3 ; 106 FCR 482. A case with some similarities to the present is National Union of Workers v Qenos Pty Ltd [2001] FCA 178 ; (2001) 108 FCR 90. It dealt with a situation where there was a surplus of employees for genuine business reasons. A ""spill and fill"" selection and retrenchment process was held not to be capable of giving rise to an injury to any particular employee in his or her employment and could not be said to have altered the position of any individual employee to his or her prejudice. (See also Australian and International Pilots Association v Qantas Airways Ltd [2006] FCA 1441 , (2006) 160 IR 1 at [29] and [31].) 35 Early in the history of these provisions it was established that they could not be used to restrict genuine business decisions by an employer, notwithstanding that the objective of the provisions then was the protection of unions and collective action ( Connington v Municipality of Kogarah [1913] AR (NSW) 40 at 44; Grayndler v Broun [1928] AR (NSW) 46 at 49; Klanjscek v Silver (1961) 4 FLR 182 at 187; Moss v Fantil Pty Ltd t/as Central Coast Security Services (1994) 58 IR 118 at 127). The underlying principle is that a decision that may affect an employee or a class of employee does not discriminate against or victimise that employee or those employees if it is taken for a sound business reason. This principle has been applied in various situations in more recent times in considering a prohibited reason within the meaning of s 793 and similar provisions. Examples include Qenos Pty Ltd [2001] FCA 178 ; 108 FCR 90 at [119] [126]; Australian Collieries' Staff Association v BHP Coal Pty Ltd [2000] FCA 318 ; (2000) 99 FCR 137 , particularly at [66] [67]; CSL Australia Pty Ltd [2002] FCA 513 , 113 IR 326, particularly at [55] [60]; BHP Iron Ore Pty Ltd v Australian Workers' Union [2000] FCA 430 ; 102 FCR 97 at [48] ; and Geraldton Port Authority [1999] FCA 899 ; 93 FCR 34 , particularly at [294] [302]."
Case10988,referred to,Patrick Stevedores Operations No 2 Pty Ltd v Maritime Union of Australia (No 3) [1998] HCA 30 ; (1998) 195 CLR 1,"Tracey J usefully summarised the authorities as to the former s 298K in Australian and International Pilots Association v Qantas Airways Ltd [2006] FCA 1441 , (2006) 160 IR 1 at [13] [22]. ""Injury"" is concerned with an adverse effect upon an existing legal right, or ""compensable"" injury. Prejudicial alteration of position goes beyond that concept. There are many examples in the cases. It is sufficient to refer to Patrick Stevedores Operations No 2 Pty Ltd v Maritime Union of Australia (No 3) [1998] HCA 30 ; (1998) 195 CLR 1 per Brennan CJ, McHugh, Gummow, Kirby and Hayne JJ at [37] and [38]; Community and Public Sector Union v Telstra Corp Ltd [2001] FCA 267 ; 107 FCR 93 at [17] [22]; Greater Dandenong City Council v Australian Municipal, Administrative, Clerical and Services Union [2001] FCA 349 ; (2001) 112 FCR 232 ; and Commonwealth Bank of Australia v Finance Sector Union of Australia [2007] FCAFC 18 ; 157 FCR 329."
Case10992,cited,Minister for Local Government v South Sydney City Council [2002] NSWCA 288 ; 55 NSWLR 381,"In the ordinary case, an opportunity should be given to a person affected by a decision to deal with adverse information that is credible, relevant and significant to the decision to be made. While procedural fairness does not normally require the decision maker to disclose his or her thinking processes or proposed conclusions, it may be that an adverse conclusion of a type that could not reasonably be expected by a person affected by a decision ought to be brought to that person's attention, as a matter of fairness ( Minister for Local Government v South Sydney City Council [2002] NSWCA 288 ; 55 NSWLR 381 at [260] and [261])."
Case11010,followed,"Mazhar v Minister for Immigration and Multicultural Affairs [2000] FCA 1759 , 183 ALR 188","The invitation to attend an oral hearing "" must not be a hollow shell or an empty gesture "": Mazhar v Minister for Immigration and Multicultural Affairs [2000] FCA 1759 at [31] , [2000] FCA 1759 ; 183 ALR 188 at 194 5. 30 The importance of the role potentially to be played by a competent interpreter in ensuring the effectiveness of such a hearing has been recognised in both the legislation and prior decisions of this Court. Section 427(7) of the 1958 Act thus provides: If a person appearing before the Tribunal to give evidence is not proficient in English, the Tribunal may direct that communication with that person during his or her appearance proceed through an interpreter. The sub-section, it is noted, confers a discretion. 31 Prior decisions of this Court also recognise that an effective opportunity to be heard may require the provision of an interpreter. In Mazhar , Goldberg J went on to observe: [31] ... If an invitation to appear is extended to an applicant, where the tribunal knows that an interpreter is required, the obligation to extend the invitation will not be satisfied if the tribunal provides an interpreter whose interpretation is such that the applicant is unable adequately to give evidence and present argument to the tribunal. If that situation arises the tribunal will not have fulfilled its obligation under s 425(1). Absent an interpreter, the Tribunal may be unable to afford an effective opportunity to a non-English speaking applicant to give evidence and the Tribunal, it has been said, lacks jurisdiction to continue the hearing unless an interpreter is provided: Perera v Minister for Immigration and Multicultural Affairs [1999] FCA 507 at [21] , [1999] FCA 507 ; 92 FCR 6 at 17 per Kenny J."
Case11049,applied,Karger v Paul [1984] VR 161,"present purposes, I accept that the grounds upon which a court will review an exercise of a superannuation trustee's discretionary determination are essentially those stated by McGarvie J in Karger v Paul [1984] VR 161 , though they have been somewhat elaborated if not adapted: see Baker v Local Government Superannuation Scheme Pty Ltd at [8] in the superannuation context. They are that (i) the discretion was not exercised in good faith; (ii) there was not a real and genuine consideration of the correct question; (iii) the discretion was not exercised for the purpose for which it was conferred; (iv) if the trustee has given reasons for its exercise of discretion, those reasons were not sound; and (v) if the material before the trustee can be identified, that the trustee's decision was one that no reasonable person could come to on that material."
Case11062,discussed,"Becker and Minister for Immigration and Ethnic Affairs, Re (1977) 1 ALD 158","In an earlier decision, Brennan J, again sitting as the President of the Tribunal and on a review of a Minister's decision to order deportation under s 13(a) of the Migration Act 1958 (Cth) ("" Migration Act ""), as it then was, drew a distinction between policies made or settled at the political level and policies made or settled at the departmental level: Re Becker and Minister for Immigration and Ethnic Affairs (1977) 1 ALD 158 at 163. Different considerations may apply to the review of each kind of policy and more substantial reasons might need to be shown why policies forged at the political level should be reviewed."
Case11067,cited,Hneidi v Minister for Immigration and Citizenship (2008) 104 ALD 668,"This is an appeal from a decision of the Administrative Appeals Tribunal: Hneidi v Minister for Immigration and Citizenship (2008) 104 ALD 668. The appeal to this Court is limited to an appeal on a question of law ( Administrative Appeals Tribunal Act 1975 (Cth) (""the AAT Act"") s 44(1)). 2 The first applicant holds both Syrian and Lebanese citizenship, and he currently resides in Beirut. He is married to Ms Karina Hneidi, who holds both Australian and Lebanese citizenship, and there are four children of the marriage. One of the applicant's children holds Australian citizenship. 3 On 30 October 2006, the first applicant made an application for Australian citizenship for himself and for the three children who did not hold Australian citizenship. On 1 June 2007, a delegate of the Minister for Immigration and Citizenship refused the application. In his reasons, the delegate did not specifically provide reasons for refusing the applications with respect to the three children. On the application for review to the Tribunal, the Tribunal member said that as the three children had been joined to the first applicant's application then ""by implication"" the applications by the children had also been refused."
Case11096,referred to,Minister for Immigration and Multicultural and Indigenous Affairs v Katisat [2005] FCA 1908,"Branson J preferred the approach adopted by Lindgren and Hely JJ in NAQF and Wu respectively, to that of French and Gray JJ in WAJR and Moradian; see SZBDF at [17]. Bennett J found it unnecessary to decide the question in Minister for Immigration and Multicultural and Indigenous Affairs v Katisat [2005] FCA 1908 at [46] [49]."
Case11100,referred to,NAQF v Minister for Immigration and Multicultural and Indigenous Affairs (2003) 130 FCR 356,"The other view is that s422B applies to a larger subject matter than the exact text of the requirements stated in Div 4; see NAQF v Minister for Immigration and Multicultural and Indigenous Affairs (2003) 130 FCR 356 ("" NAQF"") at [50] [87] and Wu v Minister for Immigration and Multicultural and Indigenous Affairs [2003] FCA 1249 ; (2003) 133 FCR 221 ("" Wu"") at [21] [23]; see also VXDC v Minister for Immigration, Multicultural and Indigenous Affairs [2005] FCA 1388 ; (2005) 146 FCR 562 (""VXDC"") at [30] [31] per Heerey J. 31 Branson J preferred the approach adopted by Lindgren and Hely JJ in NAQF and Wu respectively, to that of French and Gray JJ in WAJR and Moradian; see SZBDF at [17]. Bennett J found it unnecessary to decide the question in Minister for Immigration and Multicultural and Indigenous Affairs v Katisat [2005] FCA 1908 at [46] [49]."
Case11109,referred to,Wu v Minister for Immigration and Multicultural and Indigenous Affairs [2003] FCA 1249 ; (2003) 133 FCR 221,"The other view is that s422B applies to a larger subject matter than the exact text of the requirements stated in Div 4; see NAQF v Minister for Immigration and Multicultural and Indigenous Affairs (2003) 130 FCR 356 ("" NAQF"") at [50] [87] and Wu v Minister for Immigration and Multicultural and Indigenous Affairs [2003] FCA 1249 ; (2003) 133 FCR 221 ("" Wu"") at [21] [23]; see also VXDC v Minister for Immigration, Multicultural and Indigenous Affairs [2005] FCA 1388 ; (2005) 146 FCR 562 (""VXDC"") at [30] [31] per Heerey J. 31 Branson J preferred the approach adopted by Lindgren and Hely JJ in NAQF and Wu respectively, to that of French and Gray JJ in WAJR and Moradian; see SZBDF at [17]. Bennett J found it unnecessary to decide the question in Minister for Immigration and Multicultural and Indigenous Affairs v Katisat [2005] FCA 1908 at [46] [49]."
Case11131,followed,HTW Valuers (Central Qld) Pty Ltd v Astonland Pty Ltd [2004] HCA 54 ; (2004) 217 CLR 640,"relies upon two representations. The first is that Pan would so conduct its manufacturing processes as to comply with the Code called the Quality Assurance representation. This representation is alleged to have been made by the 2002 Manufacturing Agreement in the light of previous dealings between the parties. Contractual promises can be the foundation of misleading and deceptive conduct for the purposes of s 52 in some circumstances ( HTW Valuers (Central Qld) Pty Ltd v Astonland Pty Ltd [2004] HCA 54 ; (2004) 217 CLR 640 at [13] ). Whether these are such circumstances is best judged in a wider context. It is also alleged 'further or in the alternative' that Pan represented to Naturalcare that Pan would continue to supply all, or most of, Naturalcare's requirements as to therapeutic goods or, alternatively, Naturalcare's requirements as to soft gel goods and all or most of Naturalcare's requirements as to other therapeutic goods called the Supply representation. That alleged representation is based upon particular statements in various discussions between Schadel and Selim including that Pan was the largest manufacturer of health care products in Australia and was compliant with the requirements of the TGA and, accordingly, that the risk associated with Naturalcare's reliance and dependence on Pan continuing to supply Naturalcare with those goods customarily purchased by it from Pan at the quantities customarily acquired was negligible or immaterial; and that Pan was ready, willing and able to continue to supply Naturalcare with all goods it customarily acquired from Pan at those quantities it customarily obtained from Pan. It is submitted on behalf of Naturalcare that each of the Quality Assurance representation and the Supply representation was with respect to a future matter: in the one case, future conduct of the manufacturing process; and the other, the future ability to supply therapeutic goods, each broadly concerned with the continuing supply of therapeutic goods. It is contended that Pan has not established reasonable grounds for making either representation, with the result that the making of each of them was misleading and deceptive, or likely to mislead and deceive. It is further contended that Naturalcare relied upon the misleading conduct by continuing to conduct business on the basis that the bulk of the products it was to sell would be acquired from Pan and did not reorganise its business. This left it vulnerable to the sudden cessation of supply which occurred upon suspension of Pan's licence, leading to losses due to the disruption to its business. The question is whether entering into the Manufacturing Agreement in 2002 in the light of the previous dealings amounted to a representation or representations as pleaded and not whether a contractual promise was made. Reference has already been made to the judgment of Gleeson CJ, McHugh, Gummow, Kirby and Heydon JJ in HTW Valuers (Central Qld) Pty Ltd v Astonland Pty Ltd , dealing with the capacity of contractual promises to found representations for the purposes of s 52, which in turn refers to the judgment of Lockhart and Gummow JJ in Accounting Systems 2000 (Developments) Pty Ltd v CCH Australia Ltd (1993) 42 FCR 470 at 503 506 (see also Futuretronics International Pty Ltd v Gadzhis [1992] 2 VR 217 at 233 241). A practical example of the interplay between contractual promises and misleading or deceptive conduct is seen in the decision of Finn J in Hughes Aircraft Systems International v Airservices Australia (1997) 76 FCR 151. Nonetheless, some caution needs to be exercised in too readily equating the two ( Effem Foods Pty Ltd (t/as Uncle Ben's of Australia) v Lake Cumbeline Pty Ltd [1999] HCA 15 ; (1999) 161 ALR 599 per Gleeson CJ, Gaudron, Kirby and Hayne JJ at [12] and Callinan J at [60]; Wright v TNT Management Pty Ltd (1988) 15 NSWLR 679; and McWilliam's Wines Pty Ltd v LS Booth Wine Transport Pty Ltd (1992) 25 NSWLR 723)."
Case11137,referred to,Perre v Apand Pty Limited [1999] HCA 36 ; (1999) 198 CLR 180,"argument for Naturalcare in tort commenced with the contention that, at least between 1995 and 2002, Pan made a number of representations to Naturalcare to the effect that Pan was ready, willing and able to continue to supply Naturalcare with therapeutic goods; that any risk to Naturalcare arising out of Naturalcare's reliance or dependence upon Pan for the supply of product was negligible or immaterial and that Pan was, and would continue to be, compliant with the requirements of the TGA. For the purposes of argument, that can be taken as a fair summary of the statements by Selim from time to time and from the dealings between the parties over many years. The following propositions were advanced: (1) The representations were made in circumstances in which Pan knew, or ought reasonably to have known, that the representations would be relied upon (referring to L Shaddock &amp; Associates Proprietary Limited v Council of the City of Parramatta [1981] HCA 59 ; (1981) 150 CLR 225; Mid Density Developments Pty Limited v Rockdale Municipal Council (1993) 44 FCR 290; Eade v Vogiazopoulos [1999] 3 VR 889 at [115] per Smith J; Perre v Apand Pty Limited [1999] HCA 36 ; (1999) 198 CLR 180 per McHugh J at [124]). (2) Naturalcare was vulnerable to Pan in the sense that it was unable to protect its own interests. Pan was in control of its own manufacturing processes and, to the extent that Naturalcare might have taken steps to protect its own interests, it was induced not to do so by Pan's express representations and conduct (referring to Woolcock Street Investments Pty Ltd v CDG Pty Ltd [2004] HCA 16 ; (2003) 216 CLR 515 at [23] ; Perre v Apand Pty Limited at [10] [13] per Gleeson CJ; at [42] per Gaudron J; at [118] [119] per McHugh J; at [216] per Gummow J; at [298] per Kirby J; at [416] per Callinan J; Fortuna Seafoods Pty Ltd (as trustee for the Rowley Family Trust) v Ship 'Eternal Wind' [2005] QCA 405). (3) Pan had actual foresight of the likelihood that Naturalcare could suffer harm in the event that it manufactured and supplied product otherwise than conformably with requirements of the TGA and the Code. Pan was supplying goods for sale to, and ingestion by, humans. Pan knew that Naturalcare was taking the lion's share of its products from Pan and would be damaged if that supply ceased ( Perre v Apand Pty Limited at [13] per Gleeson CJ; at [50]; and [133] per McHugh J). (4) The statutory scheme meant that Pan assumed, for its own advantage, particular responsibilities which would give comfort to sponsors in the circumstances of Naturalcare ( Moorabool Shire Council v Taitapanui [2006] VSCA 30 at [3] , [82], [159]). (5) The case falls within at least one of the standard categories in which the common law has previously recognised that a duty of care may arise, namely, the negligent supply of goods ( Perre v Apand Pty Limited at [96] per McHugh J). (6) The policy consideration relating to indeterminacy of liability does not arise in the present case. Naturalcare was a first line victim. (7) Imposing a duty of care of the kind alleged would not impose an unreasonable burden on Pan ( Perre v Apand Pty Limited at [133] per McHugh J). Taking these factors into account, it was submitted that Pan had a duty of care at least to take reasonable care to ensure that the goods it manufactured for supply conformed with the requirements of the TGA and the Code."
